state,name,type,city,county,enroll,mmr,xmed,xper
California,Mckinley Elementary,Public,San Diego,San Diego,112,98,1,0
California,Mckinley Elementary,Public,San Leandro,Alameda,98,98,2,0
California,Mckinley Elementary,Public,El Centro,Imperial,50,98,2,0
California,Mckinley Elementary,Public,Compton,Los Angeles,52,98,2,0
California,Mckinley Elementary,Public,Redlands,San Bernardino,68,98,0,0
California,Mckinley Elementary,Public,San Francisco,San Francisco,55,98,2,0
California,Mckinley Elementary,Public,Stockton,San Joaquin,69,98,1,0
California,Mckinley Elementary,Public,Tracy,San Joaquin,94,98,2,0
California,Mckinnon,Public,Salinas,Monterey,60,98,2,0
California,Mcmanus John A. Elementary,Public,Chico,Butte,95,98,2,0
California,Mcpherson Elementary,Public,Napa,Napa,58,98,2,0
California,Mcpherson Magnet,Public,Orange,Orange,88,98,2,0
California,Mcswain Elementary,Public,Merced,Merced,118,98,0,0
California,Mcsweeny Elementary,Public,Hemet,Riverside,128,98,1,0
California,Meadow Green Elementary,Public,Whittier,Los Angeles,87,98,2,0
California,Meadow Heights Elementary,Public,San Mateo,San Mateo,68,98,2,0
California,Meadow View Elementary,Public,Santa Rosa,Sonoma,52,98,2,0
California,Meadowlark Elementary,Public,Acton,Los Angeles,75,98,2,0
California,Meadows Elementary,Public,Valencia,Los Angeles,131,98,0,0
California,Melbourne Ella P. Elementary,Public,Lakewood,Los Angeles,88,98,2,0
California,Melinda Heights Elementary,Public,Rancho Santa Margarita,Orange,145,98,1,0
California,Melrose Avenue Elementary,Public,Los Angeles,Los Angeles,70,98,2,0
California,Melrose Leadership Academy,Public,Oakland,Alameda,97,98,0,0
California,Melville S. Jacobson Elementary,Public,Tracy,San Joaquin,122,98,0,0
California,Mentone Elementary,Public,Mentone,San Bernardino,99,98,0,0
California,Merlinda Elementary,Public,West Covina,Los Angeles,92,98,2,0
California,Merritt Trace Elementary,Public,San Jose,Santa Clara,170,98,0,0
California,Merryhill,Private,Milpitas,Santa Clara,69,98,2,0
California,Merton E. Hill Elementary,Public,Garden Grove,Orange,52,98,0,0
California,Merwin Elementary,Public,Covina,Los Angeles,94,98,2,0
California,Mesa Elementary,Public,Somis,Ventura,81,98,2,0
California,Mesa Grande Elementary,Public,Hesperia,San Bernardino,97,98,0,0
California,Mesa Robles,Public,Hacienda Heights,Los Angeles,71,98,2,0
California,Mesquite Trails Elementary,Public,Hesperia,San Bernardino,124,98,1,0
California,Michael Darcy Elementary,Public,Fontana,San Bernardino,73,98,0,0
California,Michael G. Wickman Elementary,Public,Chino Hills,San Bernardino,98,98,2,0
California,Michelle Obama Elementary,Public,Panorama City,Los Angeles,129,98,0,0
California,Miguel Hidalgo Elementary,Public,Fresno,Fresno,106,98,0,0
California,Mill Elementary,Public,Whittier,Los Angeles,53,98,2,0
California,Millard Mccollam Elementary,Public,San Jose,Santa Clara,134,98,0,0
California,Millbrook Elementary,Public,San Jose,Santa Clara,68,98,2,0
California,Miller Elementary,Public,Escondido,San Diego,82,98,2,0
California,Millikin Elementary,Public,Santa Clara,Santa Clara,96,98,2,0
California,Mira Vista Elementary,Public,Richmond,Contra Costa,65,98,0,0
California,Miramar Ranch Elementary,Public,San Diego,San Diego,127,98,2,0
California,Miramonte Elementary,Public,Clovis,Fresno,86,98,0,0
California,Miramonte Elementary,Public,El Monte,Los Angeles,85,98,0,0
California,Mission Bell Elementary,Public,Jurupa Valley,Riverside,66,98,0,0
California,Mission Elementary,Public,Ontario,San Bernardino,114,98,1,0
California,Mission Elementary,Public,Oceanside,San Diego,99,98,0,0
California,Mission Estancia Elementary,Public,Carlsbad,San Diego,56,98,0,0
California,Mission Meadows Elementary,Public,Oceanside,San Diego,91,98,2,0
California,Mission Park Elementary,Public,Salinas,Monterey,87,98,2,0
California,Mission Preparatory,Public,San Francisco,San Francisco,67,98,2,0
California,Mission San Jose Elementary,Public,Fremont,Alameda,61,98,2,0
California,Mistletoe Elementary,Public,Redding,Shasta,72,98,2,0
California,Mitchell Elementary,Public,Atwater,Merced,72,98,0,0
California,Miwok Valley Elementary Charter,Public,Petaluma,Sonoma,58,98,2,0
California,Monroe Elementary,Public,Riverside,Riverside,104,98,0,0
California,Monroe Elementary,Public,San Leandro,Alameda,92,98,2,0
California,Monroe Elementary,Public,Santa Ana,Orange,55,98,0,0
California,Monroe Elementary,Public,Stockton,San Joaquin,59,98,2,0
California,Monsonsultana Elementary,Public,Dinuba,Tulare,58,98,2,0
California,Montague Elementary,Public,Santa Clara,Santa Clara,128,98,0,0
California,Montair Elementary,Public,Danville,Contra Costa,91,98,2,0
California,Montalvin Manor Elementary,Public,San Pablo,Contra Costa,64,98,2,0
California,Montalvo Elementary,Public,Ventura,Ventura,68,98,2,0
California,Montclaire Elementary,Public,Los Altos,Santa Clara,65,98,2,0
California,Monte Verde Elementary,Public,San Bruno,San Mateo,98,98,2,0
California,Monte Vista,Public,Monterey,Monterey,87,98,2,0
California,Monte Vista Elementary,Public,La Crescenta,Los Angeles,104,98,0,0
California,Monte Vista Elementary,Public,El Monte,Los Angeles,82,98,2,0
California,Monte Vista Elementary,Public,Santa Ana,Orange,99,98,2,0
California,Monte Vista Elementary,Public,Montclair,San Bernardino,92,98,2,0
California,Monte Vista Elementary,Public,Vista,San Diego,94,98,2,0
California,Monte Vista Elementary,Public,Santa Barbara,Santa Barbara,51,98,2,0
California,Monte Vista Elementary,Public,Rohnert Park,Sonoma,93,98,2,0
California,Monte Vista Elementary,Public,Porterville,Tulare,63,98,2,0
California,Montebello Gardens Elementary,Public,Pico Rivera,Los Angeles,57,98,2,0
California,Montebello Park Elementary,Public,Los Angeles,Los Angeles,89,98,2,0
California,Montera Elementary,Public,Montclair,San Bernardino,75,98,2,0
California,Monterey Elementary,Public,San Bernardino,San Bernardino,58,98,2,0
California,Monterey Heights Elementary,Public,Lemon Grove,San Diego,74,98,2,0
California,Monterey Highlands Elementary,Public,Monterey Park,Los Angeles,98,98,2,0
California,Monterey Hills Elementary,Public,South Pasadena,Los Angeles,132,98,5,0
California,Monterey Vista Elementary,Public,Monterey Park,Los Angeles,73,98,0,0
California,Montessori Elementary School Of Palm Springs,Private,Palm Springs,Riverside,90,98,2,0
California,Montessori In Redlands,Private,Redlands,San Bernardino,58,98,2,0
California,Montgomery John J. Elementary,Public,Chula Vista,San Diego,59,98,0,0
California,Morello Park Elementary,Public,Martinez,Contra Costa,91,98,2,0
California,Moreno Elementary,Public,Montclair,San Bernardino,76,98,2,0
California,Morey Avenue Early Childhood Development,Public,Sacramento,Sacramento,76,98,2,0
California,Morning Creek Elementary,Public,San Diego,San Diego,103,98,0,0
California,Morningside Elementary,Public,Garden Grove,Orange,77,98,2,0
California,Morris E. Dailey Charter Elementary,Public,Fresno,Fresno,80,98,0,0
California,Morris K. Hamasaki Elementary,Public,Los Angeles,Los Angeles,88,98,2,0
California,Moscone George R. Elementary,Public,San Francisco,San Francisco,52,98,2,0
California,Mossdale Elementary,Public,Lathrop,San Joaquin,87,98,2,0
California,Mother Of Sorrows,Private,Los Angeles,Los Angeles,62,98,2,0
California,Mound Elementary,Public,Ventura,Ventura,99,98,2,0
California,Mountain Avenue Elementary,Public,La Crescenta,Los Angeles,90,98,1,0
California,Mountain View Elementary,Public,Concord,Contra Costa,51,98,0,0
California,Mountain View Elementary,Public,Fresno,Fresno,85,98,2,0
California,Mountain View Elementary,Public,Azusa,Los Angeles,85,98,2,0
California,Mountain View Elementary,Public,Visalia,Tulare,93,98,2,0
California,Mountain View Elementary,Public,Simi Valley,Ventura,71,98,0,0
California,Mountain View Montessori Charter,Public,Victorville,San Bernardino,55,98,2,0
California,Mountain Vista,Public,Fillmore,Ventura,98,98,2,0
California,Mt. Shasta Elementary,Public,Mount Shasta,Siskiyou,64,98,2,0
California,Mt. Vernon Elementary,Public,San Bernardino,San Bernardino,92,98,2,0
California,Mt. Vernon Elementary,Public,Lemon Grove,San Diego,67,98,2,0
California,Muir Elementary,Public,Fresno,Fresno,103,98,0,0
California,Muir John Elementary,Public,Antioch,Contra Costa,85,98,2,0
California,Murchison Street Elementary,Public,Los Angeles,Los Angeles,51,98,2,0
California,Murdock Elementary,Public,La Mesa,San Diego,80,98,2,0
California,Murdockportal Elementary,Public,San Jose,Santa Clara,95,98,2,0
California,Murphy Elementary,Public,El Sobrante,Contra Costa,51,98,0,0
California,Murphy Ranch Elementary,Public,Whittier,Los Angeles,88,98,0,0
California,Murray Manor Elementary,Public,La Mesa,San Diego,101,98,1,0
California,Murrieta Elementary,Public,Murrieta,Riverside,117,98,3,0
California,Muscoy Elementary,Public,San Bernardino,San Bernardino,80,98,2,0
California,Myers Elementary,Public,Rialto,San Bernardino,61,98,2,0
California,Myra A. Noble Elementary,Public,Bakersfield,Kern,175,98,0,0
California,Myra Linn Elementary,Public,Riverside,Riverside,73,98,0,0
California,N.E.W. Academy Canoga Park,Public,Canoga Park,Los Angeles,83,98,2,0
California,N.E.W. Academy Of Science And Arts,Public,Los Angeles,Los Angeles,72,98,2,0
California,Napa Junction Elementary,Public,American Canyon,Napa,80,98,2,0
California,Napa Street Elementary,Public,Northridge,Los Angeles,75,98,2,0
California,Natividad Elementary,Public,Salinas,Monterey,90,98,2,0
California,Neil A. Armstrong Elementary,Public,San Ramon,Contra Costa,73,98,2,0
California,Neil Hafley Elementary,Public,Manteca,San Joaquin,72,98,2,0
California,Nelson Elementary,Public,Pinedale,Fresno,81,98,0,0
California,Nelson Elementary,Public,La Puente,Los Angeles,57,98,2,0
California,Nelson S. Dilworth Elementary,Public,San Jose,Santa Clara,53,98,2,0
California,New Haven Elementary,Public,Manteca,San Joaquin,55,98,2,0
California,New River Elementary,Public,Norwalk,Los Angeles,50,98,2,0
California,Newcastle Elementary,Public,Reseda,Los Angeles,70,98,2,0
California,Newcomb Academy,Public,Long Beach,Los Angeles,62,98,2,0
California,Newhope Elementary,Public,Santa Ana,Orange,61,98,0,0
California,Newman Elementary,Public,Chino,San Bernardino,86,98,2,0
California,Nextgeneration Steam Academy,Public,Lathrop,San Joaquin,80,98,2,0
California,Nicholas Elementary,Public,Sacramento,Sacramento,88,98,2,0
California,Nichols Elementary,Public,Oceanside,San Diego,78,98,2,0
California,Nightingale Charter,Public,Stockton,San Joaquin,58,98,2,0
California,Nile Garden Elementary,Public,Manteca,San Joaquin,75,98,2,0
California,Niles Elementary,Public,Fremont,Alameda,94,98,2,0
California,Ninth Street Elementary,Public,Los Angeles,Los Angeles,52,98,2,0
California,Noble Avenue Elementary,Public,North Hills,Los Angeles,180,98,0,0
California,Noble Elementary,Public,San Jose,Santa Clara,71,98,2,0
California,Noddin Elementary,Public,San Jose,Santa Clara,89,98,2,0
California,Nohl Canyon Elementary,Public,Anaheim,Orange,59,98,2,0
California,Nokomis Elementary,Public,Ukiah,Mendocino,73,98,0,0
California,Noralto Elementary,Public,Sacramento,Sacramento,185,98,0,0
California,Nordstrom Elementary,Public,Morgan Hill,Santa Clara,124,98,1,0
California,Norma Coombs Elementary,Public,Pasadena,Los Angeles,67,98,1,0
California,Normal Heights Elementary,Public,San Diego,San Diego,60,98,2,0
California,North Country Elementary,Public,Antelope,Sacramento,105,98,0,0
California,North Davis Elementary,Public,Davis,Yolo,91,98,1,0
California,North Park Elementary,Public,Valencia,Los Angeles,91,98,1,0
California,North Park Elementary,Public,San Bernardino,San Bernardino,93,98,0,0
California,North Ranchito Elementary,Public,Pico Rivera,Los Angeles,63,98,2,0
California,North Tamarind Elementary,Public,Fontana,San Bernardino,55,98,2,0
California,North Terrace Elementary,Public,Oceanside,San Diego,126,98,0,0
California,North Verdemont Elementary,Public,San Bernardino,San Bernardino,97,98,2,0
California,Northam Elementary,Public,La Puente,Los Angeles,61,98,2,0
California,Northlake Hills Elementary,Public,Castaic,Los Angeles,104,98,2,0
California,Northwood Elementary,Public,Irvine,Orange,71,98,2,0
California,Northwood Elementary,Public,San Jose,Santa Clara,97,98,2,0
California,Northwood Montessori School Of Irvine,Private,Irvine,Orange,51,98,2,0
California,Norwood Creek Elementary,Public,San Jose,Santa Clara,73,98,2,0
California,Notre Dame,Private,Vacaville,Solano,70,98,2,0
California,Nueva Vista Language Academy,Public,Delano,Kern,92,98,0,0
California,Nye Elementary,Public,San Diego,San Diego,63,98,2,0
California,Nystrom Elementary,Public,Richmond,Contra Costa,71,98,0,0
California,O. N. Hirsch Elementary,Public,Fremont,Alameda,51,98,2,0
California,Oak Avenue Elementary,Public,Greenfield,Monterey,69,98,2,0
California,Oak Grove Elementary,Public,Aliso Viejo,Orange,96,98,2,0
California,Oak Grove Elementary,Public,Porterville,Tulare,72,98,2,0
California,Oak Grove Elementary,Public,Visalia,Tulare,98,98,2,0
California,Oak Manor Elementary,Public,Ukiah,Mendocino,88,98,0,0
California,Oak Mesa Elementary,Public,La Verne,Los Angeles,94,98,2,0
California,Oak Park Elementary,Public,Fontana,San Bernardino,74,98,0,0
California,Oak Ridge Elementary,Public,Sacramento,Sacramento,72,98,0,0
California,Oak Ridge Elementary,Public,Chino Hills,San Bernardino,84,98,2,0
California,Oak Valley Elementary,Public,Buellton,Santa Barbara,88,98,2,0
California,Oak Valley Elementary,Public,Tulare,Tulare,65,98,2,0
California,Oakbrook Elementary,Public,Fairfield,Solano,80,98,0,0
California,Oakdale Elementary,Public,North Highlands,Sacramento,88,98,0,0
California,Oakdale Heights Elementary,Public,Oroville,Butte,60,98,0,0
California,Oakley Elementary,Public,Oakley,Contra Costa,82,98,2,0
California,Oakview Community Elementary,Public,Orangevale,Sacramento,76,98,2,0
California,Oakwood Elementary,Public,Stockton,San Joaquin,69,98,2,0
California,Oasis Elementary,Public,Thermal,Riverside,97,98,2,0
California,Oasis Elementary,Public,Twentynine Palms,San Bernardino,88,98,1,0
California,Ocean Air,Public,San Diego,San Diego,54,98,2,0
California,Ocean View Elementary,Public,Albany,Alameda,94,98,2,0
California,Ocean View Elementary,Public,Whittier,Los Angeles,94,98,0,0
California,Ocean View Elementary,Public,Arroyo Grande,San Luis Obispo,63,98,0,0
California,Oceano Elementary,Public,Oceano,San Luis Obispo,68,98,2,0
California,Ocs - South,Public,Pasadena,Los Angeles,64,98,0,0
California,Odyssey Charter,Public,Altadena,Los Angeles,52,98,0,0
California,Oehl Elementary,Public,Highland,San Bernardino,67,98,0,0
California,Ohlone Elementary,Public,Hercules,Contra Costa,75,98,2,0
California,Ohlone Elementary,Public,Palo Alto,Santa Clara,96,98,2,0
California,Ohlone Elementary,Public,Watsonville,Santa Cruz,71,98,2,0
California,Olita Elementary,Public,La Habra,Los Angeles,67,98,2,0
California,Olive Elementary,Public,Novato,Marin,50,98,2,0
California,Olive Street Elementary,Public,Porterville,Tulare,87,98,2,0
California,Olivelands Elementary,Public,Santa Paula,Ventura,55,98,2,0
California,Olivewood,Public,National City,San Diego,87,98,2,0
California,Olympic View Elementary,Public,Chula Vista,San Diego,78,98,2,0
California,One Hundred Fiftysixth Street Elementary,Public,Gardena,Los Angeles,57,98,2,0
California,One Hundred Ninth Street Elementary,Public,Los Angeles,Los Angeles,80,98,2,0
California,One Hundred Sixteenth Street Elementary,Public,Los Angeles,Los Angeles,110,98,0,0
California,One Hundred Twelfth Street Elementary,Public,Los Angeles,Los Angeles,89,98,2,0
California,Ontario Christian Elementary,Private,Ontario,San Bernardino,90,98,0,0
California,Opal Robinson Elementary,Public,Manhattan Beach,Los Angeles,61,98,2,0
California,Orange County Educational Arts Academy,Public,Santa Ana,Orange,115,98,1,0
California,Orange Elementary,Public,Corona,Riverside,117,98,0,0
California,Orange Grove Elementary,Public,Whittier,Los Angeles,98,98,2,0
California,Orangethorpe Elementary,Public,Fullerton,Orange,75,98,2,0
California,Orchard Elementary,Public,Vacaville,Solano,58,98,2,0
California,Orchard Hills,Public,Irvine,Orange,51,98,2,0
California,Orchard Park,Public,Oakley,Contra Costa,60,98,0,0
California,Ormondale Elementary,Public,Portola Valley,San Mateo,77,98,2,0
California,Osborn Twoway Immersion Academy,Public,Turlock,Stanislaus,141,98,2,0
California,Osceola Street Elementary,Public,Sylmar,Los Angeles,90,98,2,0
California,Otay Elementary,Public,Chula Vista,San Diego,82,98,2,0
California,Ottomon Way Elementary,Public,Orangevale,Sacramento,56,98,2,0
California,Our Lady Of Grace,Private,West Sacramento,Yolo,59,98,2,0
California,Our Lady Of Perpetual Help,Private,Clovis,Fresno,60,98,2,0
California,Our Lady Of Refuge,Private,Long Beach,Los Angeles,50,98,2,0
California,Our Lady Of The Assumption,Private,Claremont,Los Angeles,54,98,2,0
California,Overland Avenue Elementary,Public,Los Angeles,Los Angeles,110,98,1,0
California,Oxford Preparatory Academy Saddleback Valley,Public,Lake Forest,Orange,59,98,2,0
California,Oxnard Street Elementary,Public,North Hollywood,Los Angeles,83,98,0,0
California,P. A. Walsh Steam Academy,Public,Morgan Hill,Santa Clara,85,98,0,0
California,P. W. Engvall Elementary,Public,Lemoore,Kings,92,98,0,0
California,Pacific Avenue Academy Of Music,Public,Jurupa Valley,Riverside,56,98,2,0
California,Pacific Beach Elementary,Public,San Diego,San Diego,90,98,1,0
California,Pacific Boulevard,Public,Huntington Park,Los Angeles,83,98,2,0
California,Pacific Union Elementary,Public,Fresno,Fresno,57,98,2,0
California,Pacific Union Elementary,Public,Arcata,Humboldt,83,98,4,0
California,Paddison Elementary,Public,Norwalk,Los Angeles,79,98,2,0
California,Palm Avenue Elementary,Public,Wasco,Kern,95,98,2,0
California,Palm Avenue Elementary,Public,San Bernardino,San Bernardino,71,98,2,0
California,Palm Crest Elementary,Public,La Canada,Los Angeles,85,98,2,0
California,Palm Elementary,Public,Hacienda Heights,Los Angeles,61,98,2,0
California,Palm View Elementary,Public,Coachella,Riverside,68,98,0,0
California,Palma Ceia Elementary,Public,Hayward,Alameda,66,98,2,0
California,Palmdale Learning Plaza,Public,Palmdale,Los Angeles,95,98,2,0
California,Palmer Way,Public,National City,San Diego,85,98,2,0
California,Palmquist Elementary,Public,Oceanside,San Diego,124,98,2,0
California,Palms Elementary,Public,Lakewood,Los Angeles,94,98,2,0
California,Palms Elementary,Public,Perris,Riverside,99,98,2,0
California,Palo Verde Elementary,Public,Palo Alto,Santa Clara,57,98,0,0
California,Palo Verde Elementary,Public,Tulare,Tulare,91,98,2,0
California,Paloma Elementary,Public,San Marcos,San Diego,168,98,1,0
California,Panorama City Elementary,Public,Panorama City,Los Angeles,84,98,2,0
California,Panorama Elementary,Public,Santa Ana,Orange,57,98,2,0
California,Pantera Elementary,Public,Diamond Bar,Los Angeles,78,98,2,0
California,Paradise Canyon Elementary,Public,La Canada,Los Angeles,85,98,2,0
California,Paradise Hills Elementary,Public,San Diego,San Diego,67,98,2,0
California,Paramount Elementary,Public,Azusa,Los Angeles,96,98,2,0
California,Park Avenue Elementary,Public,Cudahy,Los Angeles,77,98,2,0
California,Park Dale Lane Elementary,Public,Encinitas,San Diego,65,98,2,0
California,Parklane Elementary,Public,Stockton,San Joaquin,74,98,2,0
California,Parkridge Elementary,Public,Corona,Riverside,98,98,2,0
California,Parkside Montessori,Public,San Mateo,San Mateo,85,98,2,0
California,Parkview Elementary,Public,Chico,Butte,78,98,2,0
California,Parkview Elementary,Public,Taft,Kern,77,98,0,0
California,Parkview Elementary,Public,Garden Grove,Orange,60,98,2,0
California,Parkview Elementary,Public,Chula Vista,San Diego,73,98,1,0
California,Parkway Elementary,Public,Sacramento,Sacramento,73,98,2,0
California,Parthenia Academy Of Arts And Technology,Public,North Hills,Los Angeles,135,98,0,0
California,Pasadena Avenue Elementary,Public,Sacramento,Sacramento,79,98,0,0
California,Paso Verde,Public,Sacramento,Sacramento,119,98,0,0
California,Pat Butler Elementary,Public,Paso Robles,San Luis Obispo,77,98,2,0
California,Pathways To College,Public,Hesperia,San Bernardino,53,98,2,0
California,Patricia Beatty Elementary,Public,Riverside,Riverside,88,98,2,0
California,Patriot Elementary,Public,Bakersfield,Kern,111,98,0,0
California,Patterson Elementary,Public,Fremont,Alameda,162,98,2,0
California,Patterson Road Elementary,Public,Santa Maria,Santa Barbara,68,98,2,0
California,Patwin Elementary,Public,Davis,Yolo,60,98,2,0
California,Paul Rogers Elementary,Public,Colton,San Bernardino,96,98,2,0
California,Peach Hill Academy,Public,Moorpark,Ventura,93,98,2,0
California,Peachland Avenue Elementary,Public,Newhall,Los Angeles,63,98,2,0
California,Pearl Zanker Elementary,Public,Milpitas,Santa Clara,83,98,2,0
California,Peggy Heller Elementary,Public,Atwater,Merced,99,98,2,0
California,Penn Elementary,Public,San Diego,San Diego,89,98,2,0
California,Penngrove Elementary,Public,Penngrove,Sonoma,74,98,1,0
California,Peralta Elementary,Public,Oakland,Alameda,63,98,2,0
California,Peres Elementary,Public,Richmond,Contra Costa,75,98,2,0
California,Perris Elementary,Public,Perris,Riverside,81,98,2,0
California,Perry Elementary,Public,San Diego,San Diego,90,98,2,0
California,Pershing Elementary,Public,Orangevale,Sacramento,78,98,1,0
California,Peter Pendleton Elementary,Public,Coachella,Riverside,88,98,2,0
California,Peters Canyon Elementary,Public,Tustin,Orange,83,98,2,0
California,Phil D. Swing Elementary,Public,Brawley,Imperial,95,98,0,0
California,Philadelphia Elementary,Public,Pomona,Los Angeles,91,98,2,0
California,Philip J. Reilly Elementary/Special Education,Public,Mission Viejo,Orange,97,98,2,0
California,Phillips Elementary,Public,Napa,Napa,53,98,2,0
California,Phoebe A. Hearst Elementary,Public,Sacramento,Sacramento,96,98,2,0
California,Phoenix Academy,Public,Apple Valley,San Bernardino,97,98,2,0
California,Piedmont Avenue Elementary,Public,Oakland,Alameda,84,98,0,0
California,Pine Grove Elementary,Public,Crescent City,Del Norte,79,98,2,0
California,Pine Grove Elementary,Public,Santa Maria,Santa Barbara,60,98,2,0
California,Pine Hill Elementary,Public,Eureka,Humboldt,62,98,2,0
California,Pinedale Elementary,Public,Pinedale,Fresno,78,98,2,0
California,Pioneer Elementary,Public,Escondido,San Diego,124,98,0,0
California,Pioneer Elementary,Public,Davis,Yolo,82,98,2,0
California,Piru Elementary,Public,Piru,Ventura,59,98,2,0
California,Pittman Charter,Public,Stockton,San Joaquin,86,98,2,0
California,Planz Elementary,Public,Bakersfield,Kern,153,98,0,0
California,Plavan Urbain H. Elementary,Public,Fountain Valley,Orange,79,98,2,0
California,Playa Del Rey Elementary,Public,Culver City,Los Angeles,66,98,2,0
California,Pleasant Valley Elementary,Public,Novato,Marin,80,98,3,0
California,Pleasant Valley School Of Engineering And Arts,Public,Camarillo,Ventura,77,98,0,0
California,Pleasant View Elementary,Public,Porterville,Tulare,57,98,2,0
California,Plum Canyon Elementary,Public,Saugus,Los Angeles,109,98,2,0
California,Plumas Avenue Elementary,Public,Oroville,Butte,80,98,2,0
California,Plymouth Elementary,Public,Monrovia,Los Angeles,105,98,0,0
California,Podesta Ranch Elementary,Public,Stockton,San Joaquin,91,98,2,0
California,Poinsettia Elementary,Public,Ventura,Ventura,52,98,2,0
California,Point Fermin Elementary,Public,San Pedro,Los Angeles,51,98,2,0
California,Point Vicente Elementary,Public,Rancho Palos Verdes,Los Angeles,73,98,2,0
California,Pomeroy Elementary,Public,Santa Clara,Santa Clara,66,98,2,0
California,Pomo,Public,Clearlake,Lake,89,98,0,0
California,Pomona Elementary,Public,Costa Mesa,Orange,50,98,2,0
California,Ponderosa Elementary,Public,Paradise,Butte,122,98,0,0
California,Ponderosa Elementary,Public,South San Francisco,San Mateo,64,98,2,0
California,Ponderosa Elementary,Public,Sunnyvale,Santa Clara,97,98,2,0
California,Poplar Avenue Elementary,Public,Oroville,Butte,72,98,1,0
California,Poplar Elementary,Public,Fontana,San Bernardino,94,98,2,0
California,Porter Ranch Community,Public,Porter Ranch,Los Angeles,120,98,2,0
California,Portola Elementary,Public,San Bruno,San Mateo,62,98,2,0
California,Portola Elementary,Public,Ventura,Ventura,92,98,2,0
California,Portola Springs Elementary,Public,Irvine,Orange,171,98,1,0
California,Post Elementary,Public,Westminster,Orange,84,98,2,0
California,Potrero Elementary,Public,El Monte,Los Angeles,65,98,2,0
California,Potrero Heights Elementary,Public,South San Gabriel,Los Angeles,85,98,2,0
California,Powell Academy For Success,Public,Long Beach,Los Angeles,103,98,1,0
California,Powersginsburg Elementary,Public,Fresno,Fresno,81,98,2,0
California,Prairie Elementary,Public,Anderson,Shasta,71,98,2,0
California,Prestwood Elementary,Public,Sonoma,Sonoma,58,98,2,0
California,Price Adelaide Elementary,Public,Anaheim,Orange,95,98,2,0
California,Pride Academy At Prospect Avenue,Public,Santee,San Diego,74,98,0,0
California,Primary Charter,Public,Tracy,San Joaquin,99,98,2,0
California,Primary Years Academy,Public,Stockton,San Joaquin,57,98,2,0
California,Prisk Elementary,Public,Long Beach,Los Angeles,86,98,2,0
California,Proctor Elementary,Public,Castro Valley,Alameda,85,98,2,0
California,Proctor Terrace Elementary,Public,Santa Rosa,Sonoma,76,98,7,0
California,Promenade Elementary,Public,Corona,Riverside,88,98,2,0
California,Providencia Elementary,Public,Burbank,Los Angeles,95,98,2,0
California,Puc Community Charter Elementary,Public,Sylmar,Los Angeles,50,98,2,0
California,Pueblo Vista Elementary,Public,Napa,Napa,75,98,2,0
California,Puente Charter,Public,Los Angeles,Los Angeles,62,98,2,0
California,Puesta Del Sol Elementary,Public,Victorville,San Bernardino,117,98,0,0
California,Quail Glen Elementary,Public,Roseville,Placer,120,98,1,0
California,Quail Lake Environmental Charter,Public,Clovis,Fresno,72,98,2,0
California,Quail Summit Elementary,Public,Diamond Bar,Los Angeles,96,98,2,0
California,Quail Valley Elementary,Public,Palmdale,Los Angeles,94,98,2,0
California,Quail Valley Elementary,Public,Quail Valley,Riverside,68,98,2,0
California,Quincy Jones Elementary,Public,Los Angeles,Los Angeles,66,98,2,0
California,R. F. Hazard Elementary,Public,Santa Ana,Orange,59,98,2,0
California,R. M. Miano Elementary,Public,Los Banos,Merced,126,98,0,0
California,Radcliff Elementary,Public,Watsonville,Santa Cruz,88,98,2,0
California,Railroad Canyon Elementary,Public,Lake Elsinore,Riverside,170,98,2,0
California,Ralph Dunlap Elementary,Public,Santa Maria,Santa Barbara,64,98,2,0
California,Ramon S. Tafoya Elementary,Public,Woodland,Yolo,103,98,1,0
California,Ramona Elementary,Public,Bellflower,Los Angeles,69,98,2,0
California,Ramona Elementary,Public,Montclair,San Bernardino,94,98,0,0
California,Ramonaalessandro Elementary,Public,San Bernardino,San Bernardino,94,98,2,0
California,Rancho Canada Elementary,Public,Lake Forest,Orange,96,98,2,0
California,Rancho Cordova Elementary,Public,Rancho Cordova,Sacramento,99,98,0,0
California,Rancho De La Nacion,Public,National City,San Diego,59,98,2,0
California,Rancho Elementary,Public,Novato,Marin,63,98,3,0
California,Rancho Mirage Elementary,Public,Rancho Mirage,Riverside,57,98,2,0
California,Rancho Romero Elementary,Public,Alamo,Contra Costa,81,98,2,0
California,Rancho Rosal Elementary,Public,Camarillo,Ventura,110,98,2,0
California,Randall Pepper Elementary,Public,Fontana,San Bernardino,84,98,2,0
California,Raymond Elementary,Public,Fullerton,Orange,122,98,0,0
California,Raymond Temple Elementary,Public,Buena Park,Orange,121,98,0,0
California,Reach Leadership Steam Academy,Public,Riverside,Riverside,74,98,2,0
California,Reagan Elementary,Public,Lindsay,Tulare,50,98,2,0
California,Reche Canyon Elementary,Public,Colton,San Bernardino,86,98,2,0
California,Red Hill Elementary,Public,Santa Ana,Orange,83,98,0,0
California,Redwood Christian Elementary,Private,Castro Valley,Alameda,64,98,0,0
California,Redwood Elementary,Public,Crescent City,Del Norte,52,98,2,0
California,Redwood Elementary,Public,Fontana,San Bernardino,60,98,0,0
California,Redwood Shores Elementary,Public,Redwood City,San Mateo,84,98,2,0
California,Regency Park Elementary,Public,Sacramento,Sacramento,151,98,1,0
